OID,protein_name,panel,current_pathway_rule_label,literature_aligned_pathway,allow_multiple_pathways,review_status
OID01306,ANGPTL3,CARDIOMETABOLIC,Endothelial_activation_BBB_neurovascular_unit,Endothelial / BBB / neurovascular unit,yes,needs biologist review
OID01413,ANGPTL4,DEVELOPMENT,Angiogenesis_vascular_repair_growth_factor,Endothelial / BBB / neurovascular unit,yes,needs biologist review
OID01413,ANGPTL4,DEVELOPMENT,Endothelial_activation_BBB_neurovascular_unit,Endothelial / BBB / neurovascular unit,yes,needs biologist review
OID01134,ANGPTL7,METABOLISM,Angiogenesis_vascular_repair_growth_factor,Endothelial / BBB / neurovascular unit,yes,needs biologist review
OID01134,ANGPTL7,METABOLISM,Endothelial_activation_BBB_neurovascular_unit,Endothelial / BBB / neurovascular unit,yes,needs biologist review
OID01294,AOC3,CARDIOMETABOLIC,Endothelial_activation_BBB_neurovascular_unit,Endothelial / BBB / neurovascular unit,yes,needs biologist review
OID01066,CA12,ORGAN_DAMAGE,Endothelial_activation_BBB_neurovascular_unit,Endothelial / BBB / neurovascular unit,yes,needs biologist review
OID01061,CA14,ORGAN_DAMAGE,Endothelial_activation_BBB_neurovascular_unit,Endothelial / BBB / neurovascular unit,yes,needs biologist review
OID01261,CA4,CARDIOMETABOLIC,Endothelial_activation_BBB_neurovascular_unit,Endothelial / BBB / neurovascular unit,yes,needs biologist review
OID01422,CD300LG,DEVELOPMENT,Endothelial_activation_BBB_neurovascular_unit,Endothelial / BBB / neurovascular unit,yes,needs biologist review
OID00587,CDH5,CARDIOVASCULAR_III,Endothelial_activation_BBB_neurovascular_unit,Endothelial / BBB / neurovascular unit,yes,needs biologist review
OID01451,CLEC14A,DEVELOPMENT,Endothelial_activation_BBB_neurovascular_unit,Endothelial / BBB / neurovascular unit,yes,needs biologist review
OID01444,DAG1,DEVELOPMENT,Endothelial_activation_BBB_neurovascular_unit,Endothelial / BBB / neurovascular unit,yes,needs biologist review
OID00710,DLL1,ONCOLOGY_II,Angiogenesis_vascular_repair_growth_factor,Endothelial / BBB / neurovascular unit,yes,needs biologist review
OID01064,EDIL3,ORGAN_DAMAGE,Endothelial_activation_BBB_neurovascular_unit,Endothelial / BBB / neurovascular unit,yes,needs biologist review
OID00662,EGF,ONCOLOGY_II,Angiogenesis_vascular_repair_growth_factor,Endothelial / BBB / neurovascular unit,yes,needs biologist review
OID01114,EGFL7,ORGAN_DAMAGE,Angiogenesis_vascular_repair_growth_factor,Endothelial / BBB / neurovascular unit,yes,needs biologist review
OID00637,EGFR,CARDIOVASCULAR_III,Angiogenesis_vascular_repair_growth_factor,Endothelial / BBB / neurovascular unit,yes,needs biologist review
OID01254,ENG,CARDIOMETABOLIC,Angiogenesis_vascular_repair_growth_factor,Endothelial / BBB / neurovascular unit,yes,needs biologist review
OID01254,ENG,CARDIOMETABOLIC,Endothelial_activation_BBB_neurovascular_unit,Endothelial / BBB / neurovascular unit,yes,needs biologist review
OID05184,EPHA10,NEURO_EXPLORATORY,Angiogenesis_vascular_repair_growth_factor,Endothelial / BBB / neurovascular unit,yes,needs biologist review
OID00695,EPHA2,ONCOLOGY_II,Angiogenesis_vascular_repair_growth_factor,Endothelial / BBB / neurovascular unit,yes,needs biologist review
OID00569,EPHB4,CARDIOVASCULAR_III,Angiogenesis_vascular_repair_growth_factor,Endothelial / BBB / neurovascular unit,yes,needs biologist review
OID00313,EPHB6,NEUROLOGY,Angiogenesis_vascular_repair_growth_factor,Endothelial / BBB / neurovascular unit,yes,needs biologist review
OID00682,ERBB2,ONCOLOGY_II,Angiogenesis_vascular_repair_growth_factor,Endothelial / BBB / neurovascular unit,yes,needs biologist review
OID01077,ERBB2IP,ORGAN_DAMAGE,Angiogenesis_vascular_repair_growth_factor,Endothelial / BBB / neurovascular unit,yes,needs biologist review
OID00683,ERBB3,ONCOLOGY_II,Angiogenesis_vascular_repair_growth_factor,Endothelial / BBB / neurovascular unit,yes,needs biologist review
OID00705,ERBB4,ONCOLOGY_II,Angiogenesis_vascular_repair_growth_factor,Endothelial / BBB / neurovascular unit,yes,needs biologist review
OID01434,ESAM,DEVELOPMENT,Endothelial_activation_BBB_neurovascular_unit,Endothelial / BBB / neurovascular unit,yes,needs biologist review
OID00729,ESM-1,ONCOLOGY_II,Endothelial_activation_BBB_neurovascular_unit,Endothelial / BBB / neurovascular unit,yes,needs biologist review
OID00545,FGF-19,INFLAMMATION,Angiogenesis_vascular_repair_growth_factor,Endothelial / BBB / neurovascular unit,yes,needs biologist review
OID00410,FGF-21,CARDIOVASCULAR_II,Angiogenesis_vascular_repair_growth_factor,Endothelial / BBB / neurovascular unit,yes,needs biologist review
OID01387,FGF-21,CELL_REGULATION,Angiogenesis_vascular_repair_growth_factor,Endothelial / BBB / neurovascular unit,yes,needs biologist review
OID00512,FGF-21,INFLAMMATION,Angiogenesis_vascular_repair_growth_factor,Endothelial / BBB / neurovascular unit,yes,needs biologist review
OID00415,FGF-23,CARDIOVASCULAR_II,Angiogenesis_vascular_repair_growth_factor,Endothelial / BBB / neurovascular unit,yes,needs biologist review
OID00507,FGF-23,INFLAMMATION,Angiogenesis_vascular_repair_growth_factor,Endothelial / BBB / neurovascular unit,yes,needs biologist review
OID00509,FGF-5,INFLAMMATION,Angiogenesis_vascular_repair_growth_factor,Endothelial / BBB / neurovascular unit,yes,needs biologist review
OID00713,FGF-BP1,ONCOLOGY_II,Angiogenesis_vascular_repair_growth_factor,Endothelial / BBB / neurovascular unit,yes,needs biologist review
OID00954,FGF2,IMMUNE_RESPONSE,Angiogenesis_vascular_repair_growth_factor,Endothelial / BBB / neurovascular unit,yes,needs biologist review
OID05166,FGFR2,NEURO_EXPLORATORY,Angiogenesis_vascular_repair_growth_factor,Endothelial / BBB / neurovascular unit,yes,needs biologist review
OID05488,FLT1,ONCOLOGY_III,Angiogenesis_vascular_repair_growth_factor,Endothelial / BBB / neurovascular unit,yes,needs biologist review
OID05488,FLT1,ONCOLOGY_III,Endothelial_activation_BBB_neurovascular_unit,Endothelial / BBB / neurovascular unit,yes,needs biologist review
OID05457,FLT3,ONCOLOGY_III,Angiogenesis_vascular_repair_growth_factor,Endothelial / BBB / neurovascular unit,yes,needs biologist review
OID05457,FLT3,ONCOLOGY_III,Endothelial_activation_BBB_neurovascular_unit,Endothelial / BBB / neurovascular unit,yes,needs biologist review
OID00533,Flt3L,INFLAMMATION,Angiogenesis_vascular_repair_growth_factor,Endothelial / BBB / neurovascular unit,yes,needs biologist review
OID00533,Flt3L,INFLAMMATION,Endothelial_activation_BBB_neurovascular_unit,Endothelial / BBB / neurovascular unit,yes,needs biologist review
OID00522,HGF,INFLAMMATION,Angiogenesis_vascular_repair_growth_factor,Endothelial / BBB / neurovascular unit,yes,needs biologist review
OID00706,HGF,ONCOLOGY_II,Angiogenesis_vascular_repair_growth_factor,Endothelial / BBB / neurovascular unit,yes,needs biologist review
OID00646,ICAM-2,CARDIOVASCULAR_III,Endothelial_activation_BBB_neurovascular_unit,Endothelial / BBB / neurovascular unit,yes,needs biologist review
OID01230,ICAM1,CARDIOMETABOLIC,Endothelial_activation_BBB_neurovascular_unit,Endothelial / BBB / neurovascular unit,yes,needs biologist review
OID01267,ICAM3,CARDIOMETABOLIC,Endothelial_activation_BBB_neurovascular_unit,Endothelial / BBB / neurovascular unit,yes,needs biologist review
OID00625,JAM-A,CARDIOVASCULAR_III,Endothelial_activation_BBB_neurovascular_unit,Endothelial / BBB / neurovascular unit,yes,needs biologist review
OID00359,JAM-B,NEUROLOGY,Endothelial_activation_BBB_neurovascular_unit,Endothelial / BBB / neurovascular unit,yes,needs biologist review
OID01241,KIT,CARDIOMETABOLIC,Angiogenesis_vascular_repair_growth_factor,Endothelial / BBB / neurovascular unit,yes,needs biologist review
OID01307,LYVE1,CARDIOMETABOLIC,Endothelial_activation_BBB_neurovascular_unit,Endothelial / BBB / neurovascular unit,yes,needs biologist review
OID01238,MET,CARDIOMETABOLIC,Angiogenesis_vascular_repair_growth_factor,Endothelial / BBB / neurovascular unit,yes,needs biologist review
OID00711,MK,ONCOLOGY_II,Angiogenesis_vascular_repair_growth_factor,Endothelial / BBB / neurovascular unit,yes,needs biologist review
OID01053,NOS3,ORGAN_DAMAGE,Angiogenesis_vascular_repair_growth_factor,Endothelial / BBB / neurovascular unit,yes,needs biologist review
OID01053,NOS3,ORGAN_DAMAGE,Endothelial_activation_BBB_neurovascular_unit,Endothelial / BBB / neurovascular unit,yes,needs biologist review
OID01273,NOTCH1,CARDIOMETABOLIC,Angiogenesis_vascular_repair_growth_factor,Endothelial / BBB / neurovascular unit,yes,needs biologist review
OID01217,NRP1,CARDIOMETABOLIC,Angiogenesis_vascular_repair_growth_factor,Endothelial / BBB / neurovascular unit,yes,needs biologist review
OID01217,NRP1,CARDIOMETABOLIC,Endothelial_activation_BBB_neurovascular_unit,Endothelial / BBB / neurovascular unit,yes,needs biologist review
OID00288,NRP2,NEUROLOGY,Angiogenesis_vascular_repair_growth_factor,Endothelial / BBB / neurovascular unit,yes,needs biologist review
OID00288,NRP2,NEUROLOGY,Endothelial_activation_BBB_neurovascular_unit,Endothelial / BBB / neurovascular unit,yes,needs biologist review
OID00584,Notch 3,CARDIOVASCULAR_III,Angiogenesis_vascular_repair_growth_factor,Endothelial / BBB / neurovascular unit,yes,needs biologist review
OID00648,PDGF subunit A,CARDIOVASCULAR_III,Angiogenesis_vascular_repair_growth_factor,Endothelial / BBB / neurovascular unit,yes,needs biologist review
OID00401,PDGF subunit B,CARDIOVASCULAR_II,Angiogenesis_vascular_repair_growth_factor,Endothelial / BBB / neurovascular unit,yes,needs biologist review
OID00355,PDGF-R-alpha,NEUROLOGY,Angiogenesis_vascular_repair_growth_factor,Endothelial / BBB / neurovascular unit,yes,needs biologist review
OID01044,PDGFC,ORGAN_DAMAGE,Angiogenesis_vascular_repair_growth_factor,Endothelial / BBB / neurovascular unit,yes,needs biologist review
OID01417,PDGFRB,DEVELOPMENT,Angiogenesis_vascular_repair_growth_factor,Endothelial / BBB / neurovascular unit,yes,needs biologist review
OID00652,PECAM-1,CARDIOVASCULAR_III,Endothelial_activation_BBB_neurovascular_unit,Endothelial / BBB / neurovascular unit,yes,needs biologist review
OID00384,PGF,CARDIOVASCULAR_II,Angiogenesis_vascular_repair_growth_factor,Endothelial / BBB / neurovascular unit,yes,needs biologist review
OID01493,PGF,ORGAN_DAMAGE,Angiogenesis_vascular_repair_growth_factor,Endothelial / BBB / neurovascular unit,yes,needs biologist review
OID01086,PLXDC1,ORGAN_DAMAGE,Endothelial_activation_BBB_neurovascular_unit,Endothelial / BBB / neurovascular unit,yes,needs biologist review
OID01347,PROK1,CELL_REGULATION,Angiogenesis_vascular_repair_growth_factor,Endothelial / BBB / neurovascular unit,yes,needs biologist review
OID01099,PTN,ORGAN_DAMAGE,Angiogenesis_vascular_repair_growth_factor,Endothelial / BBB / neurovascular unit,yes,needs biologist review
OID00408,SCF,CARDIOVASCULAR_II,Angiogenesis_vascular_repair_growth_factor,Endothelial / BBB / neurovascular unit,yes,needs biologist review
OID00500,SCF,INFLAMMATION,Angiogenesis_vascular_repair_growth_factor,Endothelial / BBB / neurovascular unit,yes,needs biologist review
OID00684,SCF,ONCOLOGY_II,Angiogenesis_vascular_repair_growth_factor,Endothelial / BBB / neurovascular unit,yes,needs biologist review
OID00596,SELE,CARDIOVASCULAR_III,Endothelial_activation_BBB_neurovascular_unit,Endothelial / BBB / neurovascular unit,yes,needs biologist review
OID00574,SELP,CARDIOVASCULAR_III,Endothelial_activation_BBB_neurovascular_unit,Endothelial / BBB / neurovascular unit,yes,needs biologist review
OID01270,TIE1,CARDIOMETABOLIC,Angiogenesis_vascular_repair_growth_factor,Endothelial / BBB / neurovascular unit,yes,needs biologist review
OID01270,TIE1,CARDIOMETABOLIC,Endothelial_activation_BBB_neurovascular_unit,Endothelial / BBB / neurovascular unit,yes,needs biologist review
OID00398,TIE2,CARDIOVASCULAR_II,Angiogenesis_vascular_repair_growth_factor,Endothelial / BBB / neurovascular unit,yes,needs biologist review
OID00398,TIE2,CARDIOVASCULAR_II,Endothelial_activation_BBB_neurovascular_unit,Endothelial / BBB / neurovascular unit,yes,needs biologist review
OID01073,VASH1,ORGAN_DAMAGE,Endothelial_activation_BBB_neurovascular_unit,Endothelial / BBB / neurovascular unit,yes,needs biologist review
OID01257,VCAM1,CARDIOMETABOLIC,Endothelial_activation_BBB_neurovascular_unit,Endothelial / BBB / neurovascular unit,yes,needs biologist review
OID00472,VEGFA,INFLAMMATION,Angiogenesis_vascular_repair_growth_factor,Endothelial / BBB / neurovascular unit,yes,needs biologist review
OID00472,VEGFA,INFLAMMATION,Endothelial_activation_BBB_neurovascular_unit,Endothelial / BBB / neurovascular unit,yes,needs biologist review
OID00656,VEGFA,ONCOLOGY_II,Angiogenesis_vascular_repair_growth_factor,Endothelial / BBB / neurovascular unit,yes,needs biologist review
OID00656,VEGFA,ONCOLOGY_II,Endothelial_activation_BBB_neurovascular_unit,Endothelial / BBB / neurovascular unit,yes,needs biologist review
OID00468,VEGFD,CARDIOVASCULAR_II,Angiogenesis_vascular_repair_growth_factor,Endothelial / BBB / neurovascular unit,yes,needs biologist review
OID00468,VEGFD,CARDIOVASCULAR_II,Endothelial_activation_BBB_neurovascular_unit,Endothelial / BBB / neurovascular unit,yes,needs biologist review
OID01319,VEGFD,CELL_REGULATION,Angiogenesis_vascular_repair_growth_factor,Endothelial / BBB / neurovascular unit,yes,needs biologist review
OID01319,VEGFD,CELL_REGULATION,Endothelial_activation_BBB_neurovascular_unit,Endothelial / BBB / neurovascular unit,yes,needs biologist review
OID00677,VEGFR-2,ONCOLOGY_II,Angiogenesis_vascular_repair_growth_factor,Endothelial / BBB / neurovascular unit,yes,needs biologist review
OID00677,VEGFR-2,ONCOLOGY_II,Endothelial_activation_BBB_neurovascular_unit,Endothelial / BBB / neurovascular unit,yes,needs biologist review
OID00740,VEGFR-3,ONCOLOGY_II,Angiogenesis_vascular_repair_growth_factor,Endothelial / BBB / neurovascular unit,yes,needs biologist review
OID00740,VEGFR-3,ONCOLOGY_II,Endothelial_activation_BBB_neurovascular_unit,Endothelial / BBB / neurovascular unit,yes,needs biologist review
OID00651,vWF,CARDIOVASCULAR_III,Endothelial_activation_BBB_neurovascular_unit,Endothelial / BBB / neurovascular unit,yes,needs biologist review
OID00381,ADM,CARDIOVASCULAR_II,Hormone_neuroendocrine_signaling,Hormone / neuroendocrine / HPA-like systemic signaling,yes,needs biologist review
OID00448,AGRP,CARDIOVASCULAR_II,Hormone_neuroendocrine_signaling,Hormone / neuroendocrine / HPA-like systemic signaling,yes,needs biologist review
OID01095,CALCA,ORGAN_DAMAGE,Hormone_neuroendocrine_signaling,Hormone / neuroendocrine / HPA-like systemic signaling,yes,needs biologist review
OID01450,CGA,DEVELOPMENT,Hormone_neuroendocrine_signaling,Hormone / neuroendocrine / HPA-like systemic signaling,yes,needs biologist review
OID05404,CGB3,ONCOLOGY_III,Hormone_neuroendocrine_signaling,Hormone / neuroendocrine / HPA-like systemic signaling,yes,needs biologist review
OID01096,CRH,ORGAN_DAMAGE,Hormone_neuroendocrine_signaling,Hormone / neuroendocrine / HPA-like systemic signaling,yes,needs biologist review
OID01468,CRHBP,DEVELOPMENT,Hormone_neuroendocrine_signaling,Hormone / neuroendocrine / HPA-like systemic signaling,yes,needs biologist review
OID01043,EPO,ORGAN_DAMAGE,Hormone_neuroendocrine_signaling,Hormone / neuroendocrine / HPA-like systemic signaling,yes,needs biologist review
OID00545,FGF-19,INFLAMMATION,Hormone_neuroendocrine_signaling,Hormone / neuroendocrine / HPA-like systemic signaling,yes,needs biologist review
OID00410,FGF-21,CARDIOVASCULAR_II,Hormone_neuroendocrine_signaling,Hormone / neuroendocrine / HPA-like systemic signaling,yes,needs biologist review
OID01387,FGF-21,CELL_REGULATION,Hormone_neuroendocrine_signaling,Hormone / neuroendocrine / HPA-like systemic signaling,yes,needs biologist review
OID00512,FGF-21,INFLAMMATION,Hormone_neuroendocrine_signaling,Hormone / neuroendocrine / HPA-like systemic signaling,yes,needs biologist review
OID00415,FGF-23,CARDIOVASCULAR_II,Hormone_neuroendocrine_signaling,Hormone / neuroendocrine / HPA-like systemic signaling,yes,needs biologist review
OID00507,FGF-23,INFLAMMATION,Hormone_neuroendocrine_signaling,Hormone / neuroendocrine / HPA-like systemic signaling,yes,needs biologist review
OID01329,GCG,CELL_REGULATION,Hormone_neuroendocrine_signaling,Hormone / neuroendocrine / HPA-like systemic signaling,yes,needs biologist review
OID00417,GH,CARDIOVASCULAR_II,Hormone_neuroendocrine_signaling,Hormone / neuroendocrine / HPA-like systemic signaling,yes,needs biologist review
OID01328,GH2,CELL_REGULATION,Hormone_neuroendocrine_signaling,Hormone / neuroendocrine / HPA-like systemic signaling,yes,needs biologist review
OID01140,GHRL,METABOLISM,Hormone_neuroendocrine_signaling,Hormone / neuroendocrine / HPA-like systemic signaling,yes,needs biologist review
OID00463,LEP,CARDIOVASCULAR_II,Hormone_neuroendocrine_signaling,Hormone / neuroendocrine / HPA-like systemic signaling,yes,needs biologist review
OID05160,LEPR,NEURO_EXPLORATORY,Hormone_neuroendocrine_signaling,Hormone / neuroendocrine / HPA-like systemic signaling,yes,needs biologist review
OID01117,LHB,ORGAN_DAMAGE,Hormone_neuroendocrine_signaling,Hormone / neuroendocrine / HPA-like systemic signaling,yes,needs biologist review
OID05431,MLN,ONCOLOGY_III,Hormone_neuroendocrine_signaling,Hormone / neuroendocrine / HPA-like systemic signaling,yes,needs biologist review
OID05495,NPY,ONCOLOGY_III,Hormone_neuroendocrine_signaling,Hormone / neuroendocrine / HPA-like systemic signaling,yes,needs biologist review
OID00726,PPY,ONCOLOGY_II,Hormone_neuroendocrine_signaling,Hormone / neuroendocrine / HPA-like systemic signaling,yes,needs biologist review
OID00978,PTH1R,IMMUNE_RESPONSE,Hormone_neuroendocrine_signaling,Hormone / neuroendocrine / HPA-like systemic signaling,yes,needs biologist review
OID00423,REN,CARDIOVASCULAR_II,Hormone_neuroendocrine_signaling,Hormone / neuroendocrine / HPA-like systemic signaling,yes,needs biologist review
OID01196,TSHB,METABOLISM,Hormone_neuroendocrine_signaling,Hormone / neuroendocrine / HPA-like systemic signaling,yes,needs biologist review
OID01405,ACAN,DEVELOPMENT,ECM_integrin_fibrosis_tissue_remodeling,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID00317,ADAM 22,NEUROLOGY,ECM_integrin_fibrosis_tissue_remodeling,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID00319,ADAM 23,NEUROLOGY,ECM_integrin_fibrosis_tissue_remodeling,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID00707,ADAM 8,ONCOLOGY_II,ECM_integrin_fibrosis_tissue_remodeling,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID00735,ADAM-TS 15,ONCOLOGY_II,ECM_integrin_fibrosis_tissue_remodeling,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID00385,ADAM-TS13,CARDIOVASCULAR_II,ECM_integrin_fibrosis_tissue_remodeling,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID05162,ADAM15,NEURO_EXPLORATORY,ECM_integrin_fibrosis_tissue_remodeling,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID00572,ALCAM,CARDIOVASCULAR_III,Cell_adhesion_cadherin_integrin_contact,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID00572,ALCAM,CARDIOVASCULAR_III,Leukocyte_trafficking_adhesion,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID01365,AMIGO2,CELL_REGULATION,Cell_adhesion_cadherin_integrin_contact,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID01294,AOC3,CARDIOMETABOLIC,Leukocyte_trafficking_adhesion,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID01429,BCAM,DEVELOPMENT,Cell_adhesion_cadherin_integrin_contact,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID00325,BCAN,NEUROLOGY,ECM_integrin_fibrosis_tissue_remodeling,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID01339,BGN,CELL_REGULATION,ECM_integrin_fibrosis_tissue_remodeling,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID00290,CADM3,NEUROLOGY,Cell_adhesion_cadherin_integrin_contact,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID00970,CCL11,IMMUNE_RESPONSE,Leukocyte_trafficking_adhesion,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID00505,CCL11,INFLAMMATION,Leukocyte_trafficking_adhesion,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID01292,CCL14,CARDIOMETABOLIC,Leukocyte_trafficking_adhesion,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID00629,CCL15,CARDIOVASCULAR_III,Leukocyte_trafficking_adhesion,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID00654,CCL16,CARDIOVASCULAR_III,Leukocyte_trafficking_adhesion,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID00439,CCL17,CARDIOVASCULAR_II,Leukocyte_trafficking_adhesion,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID01276,CCL18,CARDIOMETABOLIC,Leukocyte_trafficking_adhesion,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID00513,CCL19,INFLAMMATION,Leukocyte_trafficking_adhesion,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID00556,CCL20,INFLAMMATION,Leukocyte_trafficking_adhesion,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID01427,CCL21,DEVELOPMENT,Leukocyte_trafficking_adhesion,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID00530,CCL23,INFLAMMATION,Leukocyte_trafficking_adhesion,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID00592,CCL24,CARDIOVASCULAR_III,Leukocyte_trafficking_adhesion,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID00551,CCL25,INFLAMMATION,Leukocyte_trafficking_adhesion,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID05190,CCL27,NEURO_EXPLORATORY,Leukocyte_trafficking_adhesion,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID00539,CCL28,INFLAMMATION,Leukocyte_trafficking_adhesion,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID00440,CCL3,CARDIOVASCULAR_II,Leukocyte_trafficking_adhesion,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID00532,CCL3,INFLAMMATION,Leukocyte_trafficking_adhesion,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID00498,CCL4,INFLAMMATION,Leukocyte_trafficking_adhesion,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID01246,CCL5,CARDIOMETABOLIC,Leukocyte_trafficking_adhesion,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID01458,CD99L2,DEVELOPMENT,Leukocyte_trafficking_adhesion,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID01245,CDH1,CARDIOMETABOLIC,Cell_adhesion_cadherin_integrin_contact,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID01245,CDH1,CARDIOMETABOLIC,ECM_integrin_fibrosis_tissue_remodeling,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID05134,CDH15,NEURO_EXPLORATORY,Cell_adhesion_cadherin_integrin_contact,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID05134,CDH15,NEURO_EXPLORATORY,ECM_integrin_fibrosis_tissue_remodeling,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID05138,CDH17,NEURO_EXPLORATORY,Cell_adhesion_cadherin_integrin_contact,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID05138,CDH17,NEURO_EXPLORATORY,ECM_integrin_fibrosis_tissue_remodeling,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID01189,CDH2,METABOLISM,Cell_adhesion_cadherin_integrin_contact,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID01189,CDH2,METABOLISM,ECM_integrin_fibrosis_tissue_remodeling,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID00332,CDH3,NEUROLOGY,Cell_adhesion_cadherin_integrin_contact,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID00332,CDH3,NEUROLOGY,ECM_integrin_fibrosis_tissue_remodeling,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID00587,CDH5,CARDIOVASCULAR_III,Cell_adhesion_cadherin_integrin_contact,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID00587,CDH5,CARDIOVASCULAR_III,ECM_integrin_fibrosis_tissue_remodeling,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID00357,CDH6,NEUROLOGY,Cell_adhesion_cadherin_integrin_contact,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID00357,CDH6,NEUROLOGY,ECM_integrin_fibrosis_tissue_remodeling,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID05477,CDHR2,ONCOLOGY_III,Cell_adhesion_cadherin_integrin_contact,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID05477,CDHR2,ONCOLOGY_III,ECM_integrin_fibrosis_tissue_remodeling,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID01143,CDHR5,METABOLISM,Cell_adhesion_cadherin_integrin_contact,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID01143,CDHR5,METABOLISM,ECM_integrin_fibrosis_tissue_remodeling,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID01216,CHL1,CARDIOMETABOLIC,Cell_adhesion_cadherin_integrin_contact,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID00586,CNTN1,CARDIOVASCULAR_III,Cell_adhesion_cadherin_integrin_contact,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID01108,CNTN2,ORGAN_DAMAGE,Cell_adhesion_cadherin_integrin_contact,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID01476,CNTN4,DEVELOPMENT,Cell_adhesion_cadherin_integrin_contact,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID00316,CNTN5,NEUROLOGY,Cell_adhesion_cadherin_integrin_contact,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID00943,CNTNAP2,IMMUNE_RESPONSE,Cell_adhesion_cadherin_integrin_contact,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID01271,COL18A1,CARDIOMETABOLIC,ECM_integrin_fibrosis_tissue_remodeling,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID00641,COL1A1,CARDIOVASCULAR_III,ECM_integrin_fibrosis_tissue_remodeling,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID01330,COL4A1,CELL_REGULATION,ECM_integrin_fibrosis_tissue_remodeling,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
